id,annotations/0/id,annotations/0/completed_by/id,annotations/0/completed_by/email,annotations/0/completed_by/first_name,annotations/0/completed_by/last_name,annotations/0/was_cancelled,annotations/0/ground_truth,annotations/0/created_at,annotations/0/updated_at,annotations/0/lead_time,annotations/0/result_count,annotations/0/task,annotations/0/parent_prediction,annotations/0/parent_annotation,file_upload,data/text/0,created_at,updated_at,project,annotations/0/result/0/value/start,annotations/0/result/0/value/end,annotations/0/result/0/value/text/0,annotations/0/result/0/value/labels/0,annotations/0/result/0/meta/text/0,annotations/0/result/0/id,annotations/0/result/0/from_name,annotations/0/result/0/to_name,annotations/0/result/0/type,annotations/0/result/1/value/start,annotations/0/result/1/value/end,annotations/0/result/1/value/text/0,annotations/0/result/1/value/labels/0,annotations/0/result/1/meta/text/0,annotations/0/result/1/id,annotations/0/result/1/from_name,annotations/0/result/1/to_name,annotations/0/result/1/type,annotations/0/result/2/value/start,annotations/0/result/2/value/end,annotations/0/result/2/value/text/0,annotations/0/result/2/value/labels/0,annotations/0/result/2/id,annotations/0/result/2/from_name,annotations/0/result/2/to_name,annotations/0/result/2/type
47,49,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:49:15.975207Z,2021-11-10T23:49:34.879511Z,29898.001,0,47,,,2df98dff-17.csv,Et les Troiens magnanimes disaient :,2021-11-03T21:16:23.767579Z,2021-11-10T23:49:34.845551Z,1,7,14,Troiens,Speaker,50,jhQHcwH3Ja,speech,text,labels,,,,,,,,,,,,,,,,,
46,48,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:48:35.884898Z,2021-11-10T23:49:05.245162Z,29868.357,0,46,,,2df98dff-17.csv,"— Ô amis ! il serait honteux de retourner vers les nefs creuses ! Que la noire terre nous engloutisse ici , plutôt que de laisser les braves Troiens entraîner ce cadavre vers leur ville et remporter cette gloire !",2021-11-03T21:16:23.767405Z,2021-11-10T23:49:05.201887Z,1,2,213,"Ô amis ! il serait honteux de retourner vers les nefs creuses ! Que la noire terre nous engloutisse ici , plutôt que de laisser les braves Troiens entraîner ce cadavre vers leur ville et remporter cette gloire !",Speech,,rTKt6IoSzN,speech,text,labels,2,213,"Ô amis ! il serait honteux de retourner vers les nefs creuses ! Que la noire terre nous engloutisse ici , plutôt que de laisser les braves Troiens entraîner ce cadavre vers leur ville et remporter cette gloire !",Ardeur,,kD-lTIkzPG,emotion,text,labels,,,,,,,,
40,42,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:35:46.205378Z,2021-11-10T16:37:58.907771Z,4002.027,0,40,,,2df98dff-17.csv,"— Hektôr , et vous , chefs des Troiens et des alliés , c'est une honte de fuir vers Ilios , vaincus , à cause de notre lâcheté , par les braves Akhaiens . Voici qu'un des dieux s'est approché de moi , et il m'a dit que le très puissant Zeus nous était propice dans le combat . C'est pourquoi , marchons aux Danaens , et qu'ils n'emportent pas sans peine , jusqu'aux nefs , Patroklos mort .",2021-11-03T21:16:23.766963Z,2021-11-10T16:37:58.875984Z,1,2,389,"Hektôr , et vous , chefs des Troiens et des alliés , c'est une honte de fuir vers Ilios , vaincus , à cause de notre lâcheté , par les braves Akhaiens . Voici qu'un des dieux s'est approché de moi , et il m'a dit que le très puissant Zeus nous était propice dans le combat . C'est pourquoi , marchons aux Danaens , et qu'ils n'emportent pas sans peine , jusqu'aux nefs , Patroklos mort .",Speech,,fb0hPDyALb,speech,text,labels,55,154,"c'est une honte de fuir vers Ilios , vaincus , à cause de notre lâcheté , par les braves Akhaiens .",Colère,,blHivn7Pf4,emotion,text,labels,,,,,,,,
39,41,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:35:38.955680Z,2021-11-10T16:35:56.823269Z,3879.944,0,39,,,2df98dff-17.csv,"Il parla ainsi , et Ainéias reconnut l'archer Apollôn , et il cria aussitôt à Hektôr :",2021-11-03T21:16:23.766894Z,2021-11-10T16:35:56.790420Z,1,20,27,Ainéias,Speaker,42,lNDhFsFDjM,speech,text,labels,,,,,,,,,,,,,,,,,
38,40,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:33:38.146682Z,2021-11-10T16:35:23.420308Z,3846.539,0,38,,,2df98dff-17.csv,"— Ainéias , comment sauveriez-vous la sainte Ilios , même malgré la volonté d'un dieu ? En étant tels que des guerriers que j'ai vus , confiants dans leur propre courage , autant que dans la vigueur et le nombre de leur peuple . Zeus nous offre la victoire plutôt qu'aux Danaens , mais vous êtes des lâches qui ne savez pas combattre .",2021-11-03T21:16:23.766826Z,2021-11-10T16:35:23.385931Z,1,2,335,"Ainéias , comment sauveriez-vous la sainte Ilios , même malgré la volonté d'un dieu ? En étant tels que des guerriers que j'ai vus , confiants dans leur propre courage , autant que dans la vigueur et le nombre de leur peuple . Zeus nous offre la victoire plutôt qu'aux Danaens , mais vous êtes des lâches qui ne savez pas combattre .",Speech,,CYDUxCCdPc,speech,text,labels,281,335,mais vous êtes des lâches qui ne savez pas combattre .,Dégoût,,T4CtSJnUKB,emotion,text,labels,,,,,,,,
31,33,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:26:48.371760Z,2021-11-10T16:27:43.107900Z,3386.215,0,31,,,2df98dff-17.csv,"— Ô amis ! Princes et chefs des Argiens , vous qui mangez aux repas des Atréides Agamemnôn et Ménélaos , et qui commandez les phalanges , car tout honneur et toute gloire viennent de Zeus ; comme il m'est difficile de vous reconnaître dans le tourbillon de la mêlée , que chacun de vous accoure de lui-même , indigné que Patroklos soit livré en pâture aux chiens troiens .",2021-11-03T21:16:23.765988Z,2021-11-10T16:27:43.068843Z,1,2,372,"Ô amis ! Princes et chefs des Argiens , vous qui mangez aux repas des Atréides Agamemnôn et Ménélaos , et qui commandez les phalanges , car tout honneur et toute gloire viennent de Zeus ; comme il m'est difficile de vous reconnaître dans le tourbillon de la mêlée , que chacun de vous accoure de lui-même , indigné que Patroklos soit livré en pâture aux chiens troiens .",Speech,,-bo4DVaNeE,speech,text,labels,2,370,"Ô amis ! Princes et chefs des Argiens , vous qui mangez aux repas des Atréides Agamemnôn et Ménélaos , et qui commandez les phalanges , car tout honneur et toute gloire viennent de Zeus ; comme il m'est difficile de vous reconnaître dans le tourbillon de la mêlée , que chacun de vous accoure de lui-même , indigné que Patroklos soit livré en pâture aux chiens troiens",Ardeur,,cCfCLAD7jr,emotion,text,labels,,,,,,,,
29,31,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:24:42.173125Z,2021-11-10T16:26:23.376215Z,3306.486,0,29,,,2df98dff-17.csv,"— Divin Ménélaos , ô ami ! je n'espère pas que nous revenions de ce combat , et , certes , je crains moins pour le cadavre de Patroklos , que les chiens troiens et les oiseaux carnassiers vont bientôt dévorer , que pour ma tête et la tienne , car Hektôr couvre le champ de bataille comme une nuée , et la lourde ruine pend sur nous . Hâte-toi , appelle les princes des Danaens , s'ils t'entendent .",2021-11-03T21:16:23.765870Z,2021-11-10T16:26:23.337552Z,1,2,398,"Divin Ménélaos , ô ami ! je n'espère pas que nous revenions de ce combat , et , certes , je crains moins pour le cadavre de Patroklos , que les chiens troiens et les oiseaux carnassiers vont bientôt dévorer , que pour ma tête et la tienne , car Hektôr couvre le champ de bataille comme une nuée , et la lourde ruine pend sur nous . Hâte-toi , appelle les princes des Danaens , s'ils t'entendent .",Speech,,H82gT7FVlm,speech,text,labels,2,396,"Divin Ménélaos , ô ami ! je n'espère pas que nous revenions de ce combat , et , certes , je crains moins pour le cadavre de Patroklos , que les chiens troiens et les oiseaux carnassiers vont bientôt dévorer , que pour ma tête et la tienne , car Hektôr couvre le champ de bataille comme une nuée , et la lourde ruine pend sur nous . Hâte-toi , appelle les princes des Danaens , s'ils t'entendent",Peur,,urrBx3sKfX,emotion,text,labels,,,,,,,,
27,29,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:23:07.187225Z,2021-11-10T16:23:52.145454Z,3155.265,0,27,,,2df98dff-17.csv,"— Entendez-moi , innombrables peuples alliés et voisins d'Ilios ! Je n'ai point appelé une multitude inactive quand je vous ai convoqués de vos villes , mais je vous ai demandé de défendre ardemment les femmes des Troiens et leurs petits enfants contre les Akhaiens belliqueux . Pour vous , j'ai épuisé mes peuples de vivres et de présents et j'ai nourri vos forces . Que chacun combatte donc , triomphe ou périsse , car c'est le sort de la guerre . Celui qui entraînera le corps de Patroklos vers les Troiens dompteurs de chevaux aura , pour sa part , la moitié des dépouilles , et j'aurai l'autre moitié , et sa gloire sera égale à la mienne .",2021-11-03T21:16:23.765741Z,2021-11-10T16:23:52.109492Z,1,2,645,"Entendez-moi , innombrables peuples alliés et voisins d'Ilios ! Je n'ai point appelé une multitude inactive quand je vous ai convoqués de vos villes , mais je vous ai demandé de défendre ardemment les femmes des Troiens et leurs petits enfants contre les Akhaiens belliqueux . Pour vous , j'ai épuisé mes peuples de vivres et de présents et j'ai nourri vos forces . Que chacun combatte donc , triomphe ou périsse , car c'est le sort de la guerre . Celui qui entraînera le corps de Patroklos vers les Troiens dompteurs de chevaux aura , pour sa part , la moitié des dépouilles , et j'aurai l'autre moitié , et sa gloire sera égale à la mienne .",Speech,,2E7RPH6GEC,speech,text,labels,2,645,"Entendez-moi , innombrables peuples alliés et voisins d'Ilios ! Je n'ai point appelé une multitude inactive quand je vous ai convoqués de vos villes , mais je vous ai demandé de défendre ardemment les femmes des Troiens et leurs petits enfants contre les Akhaiens belliqueux . Pour vous , j'ai épuisé mes peuples de vivres et de présents et j'ai nourri vos forces . Que chacun combatte donc , triomphe ou périsse , car c'est le sort de la guerre . Celui qui entraînera le corps de Patroklos vers les Troiens dompteurs de chevaux aura , pour sa part , la moitié des dépouilles , et j'aurai l'autre moitié , et sa gloire sera égale à la mienne .",Ardeur,,Ox3pkkz-PJ,emotion,text,labels,,,,,,,,
25,27,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:20:13.891661Z,2021-11-10T16:20:49.722634Z,2972.844,0,25,,,2df98dff-17.csv,"— Ô malheureux ! tu ne songes point à la mort qui est proche de toi , et tu revêts les armes immortelles du plus brave des hommes , devant qui tous les guerriers frémissent ; et tu as tué son compagnon si doux et si courageux , et tu as outrageusement arraché ses armes de sa tête et de ses épaules ! Mais je te donnerai une grande gloire en retour de ce que Andromakhè ne recevra point , après le combat , les armes illustres du Pèléide .",2021-11-03T21:16:23.765603Z,2021-11-10T16:20:49.691670Z,1,2,439,"Ô malheureux ! tu ne songes point à la mort qui est proche de toi , et tu revêts les armes immortelles du plus brave des hommes , devant qui tous les guerriers frémissent ; et tu as tué son compagnon si doux et si courageux , et tu as outrageusement arraché ses armes de sa tête et de ses épaules ! Mais je te donnerai une grande gloire en retour de ce que Andromakhè ne recevra point , après le combat , les armes illustres du Pèléide .",Speech,,9q5ffNL9wN,speech,text,labels,2,439,"Ô malheureux ! tu ne songes point à la mort qui est proche de toi , et tu revêts les armes immortelles du plus brave des hommes , devant qui tous les guerriers frémissent ; et tu as tué son compagnon si doux et si courageux , et tu as outrageusement arraché ses armes de sa tête et de ses épaules ! Mais je te donnerai une grande gloire en retour de ce que Andromakhè ne recevra point , après le combat , les armes illustres du Pèléide .",Colère,,QW8WREkmJ8,emotion,text,labels,,,,,,,,
24,26,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:20:07.475055Z,2021-11-10T16:20:24.595066Z,2947.711,0,24,,,2df98dff-17.csv,"Et quand Zeus qui amasse les nuées vit Hektôr couvert des armes du divin Pèléide , il secoua la tête et dit dans son esprit :",2021-11-03T21:16:23.765541Z,2021-11-10T16:20:24.555178Z,1,9,13,Zeus,Speaker,26,ctpRX_XdNQ,speech,text,labels,,,,,,,,,,,,,,,,,
20,22,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:17:00.774987Z,2021-11-10T16:19:11.638842Z,2874.759,0,20,,,2df98dff-17.csv,"— Glaukos , pourquoi parles-tu si outrageusement ? Certes , ami , je te croyais supérieur en prudence à tous ceux qui habitent la fertile Lykiè , et maintenant je te blâme d'avoir parlé ainsi , disant que je n'ai pas osé attendre le grand Aias . Jamais ni le bruit des chars , ni le retentissement de la mêlée ne m'ont épouvanté ; mais l'esprit de Zeus tempétueux terrifie aisément le brave et lui enlève la victoire , bien qu'il l'ait poussé au combat . Mais viens et tu verras en ce jour si je suis un lâche , comme tu le dis , et si je saurai rompre la vigueur des Danaens qui défendront le cadavre de Patroklos .",2021-11-03T21:16:23.765297Z,2021-11-10T16:19:11.600416Z,1,2,614,"Glaukos , pourquoi parles-tu si outrageusement ? Certes , ami , je te croyais supérieur en prudence à tous ceux qui habitent la fertile Lykiè , et maintenant je te blâme d'avoir parlé ainsi , disant que je n'ai pas osé attendre le grand Aias . Jamais ni le bruit des chars , ni le retentissement de la mêlée ne m'ont épouvanté ; mais l'esprit de Zeus tempétueux terrifie aisément le brave et lui enlève la victoire , bien qu'il l'ait poussé au combat . Mais viens et tu verras en ce jour si je suis un lâche , comme tu le dis , et si je saurai rompre la vigueur des Danaens qui défendront le cadavre de Patroklos",Speech,,vBoYPe97i8,speech,text,labels,2,614,"Glaukos , pourquoi parles-tu si outrageusement ? Certes , ami , je te croyais supérieur en prudence à tous ceux qui habitent la fertile Lykiè , et maintenant je te blâme d'avoir parlé ainsi , disant que je n'ai pas osé attendre le grand Aias . Jamais ni le bruit des chars , ni le retentissement de la mêlée ne m'ont épouvanté ; mais l'esprit de Zeus tempétueux terrifie aisément le brave et lui enlève la victoire , bien qu'il l'ait poussé au combat . Mais viens et tu verras en ce jour si je suis un lâche , comme tu le dis , et si je saurai rompre la vigueur des Danaens qui défendront le cadavre de Patroklos",Calme,,6IcQcpDsUU,emotion,text,labels,,,,,,,,
22,24,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:18:19.815024Z,2021-11-10T16:19:03.322529Z,2866.439,0,22,,,2df98dff-17.csv,"— Troiens , Lykiens et braves Dardaniens , soyez des hommes , amis ! Souvenez-vous de votre force et de votre courage , tandis que je vais revêtir les armes de l'irréprochable Akhilleus , enlevées à Patroklos que j'ai tué .",2021-11-03T21:16:23.765420Z,2021-11-10T16:19:03.288819Z,1,2,223,"Troiens , Lykiens et braves Dardaniens , soyez des hommes , amis ! Souvenez-vous de votre force et de votre courage , tandis que je vais revêtir les armes de l'irréprochable Akhilleus , enlevées à Patroklos que j'ai tué .",Speech,,nI4zFbzm9Z,speech,text,labels,2,223,"Troiens , Lykiens et braves Dardaniens , soyez des hommes , amis ! Souvenez-vous de votre force et de votre courage , tandis que je vais revêtir les armes de l'irréprochable Akhilleus , enlevées à Patroklos que j'ai tué .",Ardeur,,zhHP3bN3tY,emotion,text,labels,,,,,,,,
18,20,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:14:24.168005Z,2021-11-10T16:16:39.759726Z,2722.876,0,18,,,2df98dff-17.csv,"— Hektôr , tu as l'aspect du plus brave des hommes , mais tu n'es pas tel dans le combat , et tu ne mérites point ta gloire , car tu ne sais que fuir . Songe maintenant à sauver ta ville et ta citadelle , seul avec les peuples nés dans Ilios . Jamais plus les Lykiens ne lutteront contre les Danaens pour Troiè , puisque tu n'en as point de reconnaissance , bien qu'ils combattent éternellement . Lâche comment défendrais-tu même un faible guerrier dans la mêlée , puisque tu as abandonné , en proie aux Akhaiens , Sarpèdôn , ton hôte et ton compagnon , lui qui , vivant , fut d'un si grand secours à ta ville et à toi-même , et que maintenant tu abandonnes aux chiens ! C'est pourquoi , si les Lykiens m'obéissent , nous retournerons dans nos demeures , et la ruine d'Ilios sera proche . Si les Troiens avaient l'audace et la force de ceux qui combattent pour la patrie , nous traînerions dans Ilios , dans la grande ville de Priamos , le cadavre de Patroklos ; et , aussitôt , les Argiens nous rendraient les belles armes de Sarpèdôn et Sarpèdôn lui-même ; car il a été tué , le compagnon de cet homme qui est le plus formidable des Argiens auprès des nefs et qui a les plus braves compagnons . Mais tu n'as pas osé soutenir l'attaque du magnanime Aias , ni ses regards , dans la mêlée ; et tu as redouté de combattre , car il l'emporte de beaucoup sur toi !",2021-11-03T21:16:23.765165Z,2021-11-10T16:16:39.725529Z,1,0,1360,"— Hektôr , tu as l'aspect du plus brave des hommes , mais tu n'es pas tel dans le combat , et tu ne mérites point ta gloire , car tu ne sais que fuir . Songe maintenant à sauver ta ville et ta citadelle , seul avec les peuples nés dans Ilios . Jamais plus les Lykiens ne lutteront contre les Danaens pour Troiè , puisque tu n'en as point de reconnaissance , bien qu'ils combattent éternellement . Lâche comment défendrais-tu même un faible guerrier dans la mêlée , puisque tu as abandonné , en proie aux Akhaiens , Sarpèdôn , ton hôte et ton compagnon , lui qui , vivant , fut d'un si grand secours à ta ville et à toi-même , et que maintenant tu abandonnes aux chiens ! C'est pourquoi , si les Lykiens m'obéissent , nous retournerons dans nos demeures , et la ruine d'Ilios sera proche . Si les Troiens avaient l'audace et la force de ceux qui combattent pour la patrie , nous traînerions dans Ilios , dans la grande ville de Priamos , le cadavre de Patroklos ; et , aussitôt , les Argiens nous rendraient les belles armes de Sarpèdôn et Sarpèdôn lui-même ; car il a été tué , le compagnon de cet homme qui est le plus formidable des Argiens auprès des nefs et qui a les plus braves compagnons . Mais tu n'as pas osé soutenir l'attaque du magnanime Aias , ni ses regards , dans la mêlée ; et tu as redouté de combattre , car il l'emporte de beaucoup sur toi !",Speech,,If8tc1USfz,speech,text,labels,2,1360,"Hektôr , tu as l'aspect du plus brave des hommes , mais tu n'es pas tel dans le combat , et tu ne mérites point ta gloire , car tu ne sais que fuir . Songe maintenant à sauver ta ville et ta citadelle , seul avec les peuples nés dans Ilios . Jamais plus les Lykiens ne lutteront contre les Danaens pour Troiè , puisque tu n'en as point de reconnaissance , bien qu'ils combattent éternellement . Lâche comment défendrais-tu même un faible guerrier dans la mêlée , puisque tu as abandonné , en proie aux Akhaiens , Sarpèdôn , ton hôte et ton compagnon , lui qui , vivant , fut d'un si grand secours à ta ville et à toi-même , et que maintenant tu abandonnes aux chiens ! C'est pourquoi , si les Lykiens m'obéissent , nous retournerons dans nos demeures , et la ruine d'Ilios sera proche . Si les Troiens avaient l'audace et la force de ceux qui combattent pour la patrie , nous traînerions dans Ilios , dans la grande ville de Priamos , le cadavre de Patroklos ; et , aussitôt , les Argiens nous rendraient les belles armes de Sarpèdôn et Sarpèdôn lui-même ; car il a été tué , le compagnon de cet homme qui est le plus formidable des Argiens auprès des nefs et qui a les plus braves compagnons . Mais tu n'as pas osé soutenir l'attaque du magnanime Aias , ni ses regards , dans la mêlée ; et tu as redouté de combattre , car il l'emporte de beaucoup sur toi !",Dégoût,,f5psZvcqBh,emotion,text,labels,,,,,,,,
17,19,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:14:13.524989Z,2021-11-10T16:14:34.552891Z,2597.674,0,17,,,2df98dff-17.csv,"Mais le fils de Hippolokhos , Glaukos , chef des hommes de Lykiè , regardant Hektôr d'un oeil sombre , lui dit ces dures paroles :",2021-11-03T21:16:23.765020Z,2021-11-10T16:14:34.518865Z,1,8,64,"fils de Hippolokhos , Glaukos , chef des hommes de Lykiè",Speaker,20,5kTAZLl9DZ,speech,text,labels,,,,,,,,,,,,,,,,,
13,15,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:10:08.790971Z,2021-11-10T16:11:04.883129Z,2387.992,0,13,,,2df98dff-17.csv,"— Aias , viens , ami ! hâtons-nous pour Patroklos qui est mort , et rapportons au moins son cadavre à Akhilleus , car c'est Hektôr au casque mouvant qui a ses armes .",2021-11-03T21:16:23.764698Z,2021-11-10T16:11:04.842228Z,1,2,164,"Aias , viens , ami ! hâtons-nous pour Patroklos qui est mort , et rapportons au moins son cadavre à Akhilleus , car c'est Hektôr au casque mouvant qui a ses armes",Speech,,Y1wWKofhJD,speech,text,labels,2,62,"Aias , viens , ami ! hâtons-nous pour Patroklos qui est mort",Ardeur,,OYgCAoudTI,emotion,text,labels,,,,,,,,
11,13,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:06:28.685686Z,2021-11-10T16:08:35.755792Z,2238.876,0,11,,,2df98dff-17.csv,"— Hélas ! si j'abandonne ces belles armes et Patroklos qui est mort pour ma cause , les Danaens qui me verront seront indignés ; mais si je combats seul contre Hektôr et les Troiens , je crains que cette multitude m'enveloppe , car Hektôr au casque mouvant mène avec lui tous les Troiens . Mais pourquoi délibérer dans ma chère âme ? Quand un homme veut lutter contre un autre homme qu'un dieu honore , aussitôt une lourde calamité est suspendue sur lui . C'est pourquoi aucun Danaen ne me blâmera de me retirer devant Hektôr , puisqu'il est poussé par un dieu . Si j'entendais le brave Aias dans la mêlée , nous retournerions tous deux au combat , même contre un dieu , et nous sauverions ce cadavre pour le Pèléide Akhilleus , et dans nos maux ceci serait pour le mieux .",2021-11-03T21:16:23.764578Z,2021-11-10T16:08:35.723120Z,1,2,773,"Hélas ! si j'abandonne ces belles armes et Patroklos qui est mort pour ma cause , les Danaens qui me verront seront indignés ; mais si je combats seul contre Hektôr et les Troiens , je crains que cette multitude m'enveloppe , car Hektôr au casque mouvant mène avec lui tous les Troiens . Mais pourquoi délibérer dans ma chère âme ? Quand un homme veut lutter contre un autre homme qu'un dieu honore , aussitôt une lourde calamité est suspendue sur lui . C'est pourquoi aucun Danaen ne me blâmera de me retirer devant Hektôr , puisqu'il est poussé par un dieu . Si j'entendais le brave Aias dans la mêlée , nous retournerions tous deux au combat , même contre un dieu , et nous sauverions ce cadavre pour le Pèléide Akhilleus , et dans nos maux ceci serait pour le mieux .",Speech,,Qiz1Hvl7JY,speech,text,labels,2,333,"Hélas ! si j'abandonne ces belles armes et Patroklos qui est mort pour ma cause , les Danaens qui me verront seront indignés ; mais si je combats seul contre Hektôr et les Troiens , je crains que cette multitude m'enveloppe , car Hektôr au casque mouvant mène avec lui tous les Troiens . Mais pourquoi délibérer dans ma chère âme ?",Tristesse,,q8myGPSlNg,emotion,text,labels,,,,,,,,
5,5,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:51:18.225795Z,2021-11-10T15:52:22.300008Z,1265.413,0,5,,,2df98dff-17.csv,"Il parla ainsi , et il ne persuada point Euphorbos qui lui répondit :",2021-11-03T21:16:23.764041Z,2021-11-10T15:52:22.260713Z,1,41,50,Euphorbos,Speaker,6,6F3MxkhT2O,speech,text,labels,,,,,,,,,,,,,,,,,
6,6,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:51:39.855164Z,2021-11-10T15:52:11.820695Z,1254.932,0,6,,,2df98dff-17.csv,"— Divin Ménélaos , certes , maintenant tu vas payer le sang de mon frère que tu as tué . Tu t'en glorifies , et tu as rendu sa femme veuve dans la profonde chambre nuptiale , et tu as accablé ses parents d'une douleur amère . Et moi , je vengerai ces malheureux et je remettrai aux mains de Panthos et de la divine Phrontis ta tête et tes armes . Mais ne retardons pas plus longtemps le combat qui amènera la victoire ou la défaite de l'un de nous .",2021-11-03T21:16:23.764102Z,2021-11-10T15:52:11.781799Z,1,2,447,"Divin Ménélaos , certes , maintenant tu vas payer le sang de mon frère que tu as tué . Tu t'en glorifies , et tu as rendu sa femme veuve dans la profonde chambre nuptiale , et tu as accablé ses parents d'une douleur amère . Et moi , je vengerai ces malheureux et je remettrai aux mains de Panthos et de la divine Phrontis ta tête et tes armes . Mais ne retardons pas plus longtemps le combat qui amènera la victoire ou la défaite de l'un de nous",Speech,,UqFrbsIBtl,speech,text,labels,2,447,"Divin Ménélaos , certes , maintenant tu vas payer le sang de mon frère que tu as tué . Tu t'en glorifies , et tu as rendu sa femme veuve dans la profonde chambre nuptiale , et tu as accablé ses parents d'une douleur amère . Et moi , je vengerai ces malheureux et je remettrai aux mains de Panthos et de la divine Phrontis ta tête et tes armes . Mais ne retardons pas plus longtemps le combat qui amènera la victoire ou la défaite de l'un de nous",Colère,,iILAuRuXs9,emotion,text,labels,,,,,,,,
3,3,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:47:25.790045Z,2021-11-10T15:50:39.462272Z,1162.581,0,3,,,2df98dff-17.csv,"Et le blond Ménélaos , indigné , lui répondit :",2021-11-03T21:16:23.763916Z,2021-11-10T15:50:39.426608Z,1,12,20,Ménélaos,Speaker,4,wcxJ28Rqsu,speech,text,labels,,,,,,,,,,,,,,,,,
4,4,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T15:48:29.069935Z,2021-11-10T15:49:51.520000Z,1114.647,0,4,,,2df98dff-17.csv,"— Père Zeus ! quelle honte de se vanter au-delà de ses forces ! Ni la rage du léopard , ni celle du lion , ni celle du sanglier féroce dont l'âme est toujours furieuse dans sa vaste poitrine , ne surpassent l'orgueil des fils de Panthos ! Le robuste cavalier Hypérènôr se glorifiait de sa jeunesse lorsqu'il m'insulta , disant que j'étais le plus lâche des Danaens ; et je pense que ses pieds rapides ne le porteront plus désormais vers l'épouse bienhYpppHeNaimée et les parents vénérables . Ainsi je romprai tes forces si tu me tiens tête ; et je t'avertis de rentrer dans la foule et de ne point me braver , avant que le malheur soit tombé sur toi . L'insensé seul ne reconnaît que ce qui est accompli .",2021-11-03T21:16:23.763981Z,2021-11-10T15:49:51.489282Z,1,2,705,"Père Zeus ! quelle honte de se vanter au-delà de ses forces ! Ni la rage du léopard , ni celle du lion , ni celle du sanglier féroce dont l'âme est toujours furieuse dans sa vaste poitrine , ne surpassent l'orgueil des fils de Panthos ! Le robuste cavalier Hypérènôr se glorifiait de sa jeunesse lorsqu'il m'insulta , disant que j'étais le plus lâche des Danaens ; et je pense que ses pieds rapides ne le porteront plus désormais vers l'épouse bienhYpppHeNaimée et les parents vénérables . Ainsi je romprai tes forces si tu me tiens tête ; et je t'avertis de rentrer dans la foule et de ne point me braver , avant que le malheur soit tombé sur toi . L'insensé seul ne reconnaît que ce qui est accompli .",Colère,,ZOOf3VCDh8,emotion,text,labels,2,705,"Père Zeus ! quelle honte de se vanter au-delà de ses forces ! Ni la rage du léopard , ni celle du lion , ni celle du sanglier féroce dont l'âme est toujours furieuse dans sa vaste poitrine , ne surpassent l'orgueil des fils de Panthos ! Le robuste cavalier Hypérènôr se glorifiait de sa jeunesse lorsqu'il m'insulta , disant que j'étais le plus lâche des Danaens ; et je pense que ses pieds rapides ne le porteront plus désormais vers l'épouse bienhYpppHeNaimée et les parents vénérables . Ainsi je romprai tes forces si tu me tiens tête ; et je t'avertis de rentrer dans la foule et de ne point me braver , avant que le malheur soit tombé sur toi . L'insensé seul ne reconnaît que ce qui est accompli .",Speech,,ZoJP3_axNu,speech,text,labels,,,,,,,,
86,88,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:26:33.651724Z,2021-11-11T00:26:33.651759Z,8.16,0,86,,,2df98dff-17.csv,"— Tu as bien dit , ô illustre Ménélaos . Toi et Mèrionès , enlevez promptement le cadavre et emportez-le hors de la mêlée ; et , derrière vous , nous repousserons les Troiens et le divin Hektôr , nous qui avons la même âme et le même nom , et qui savons affronter tous deux le combat terrible .",2021-11-03T21:16:23.769930Z,2021-11-03T21:16:23.769944Z,1,2,294,"Tu as bien dit , ô illustre Ménélaos . Toi et Mèrionès , enlevez promptement le cadavre et emportez-le hors de la mêlée ; et , derrière vous , nous repousserons les Troiens et le divin Hektôr , nous qui avons la même âme et le même nom , et qui savons affronter tous deux le combat terrible .",Speech,,Cv1x3g2AmE,speech,text,labels,,,,,,,,,,,,,,,,,
